audio_filename,1-1_small-sounding-engine,1-2_medium-sounding-engine,1-3_large-sounding-engine,1-X_engine-of-uncertain-size,2-1_rock-drill,2-2_jackhammer,2-3_hoe-ram,2-4_pile-driver,2-X_other-unknown-impact-machinery,3-1_non-machinery-impact,4-1_chainsaw,4-2_small-medium-rotating-saw,4-3_large-rotating-saw,4-X_other-unknown-powered-saw,5-1_car-horn,5-2_car-alarm,5-3_siren,5-4_reverse-beeper,5-X_other-unknown-alert-signal,6-1_stationary-music,6-2_mobile-music,6-3_ice-cream-truck,6-X_music-from-uncertain-source,7-1_person-or-small-group-talking,7-2_person-or-small-group-shouting,7-3_large-crowd,7-4_amplified-speech,7-X_other-unknown-human-voice,8-1_dog-barking-whining,1_engine,2_machinery-impact,3_non-machinery-impact,4_powered-saw,5_alert-signal,6_music,7_human-voice,8_dog
00_000066.wav,0.1408824473619461,0.6883012056350708,0.7575201988220215,0.0,0.07952982187271118,0.021436937153339386,0.0195601899176836,0.02252344787120819,0.0,0.12518112361431122,0.007864229381084442,0.03684674948453903,0.02407401241362095,0.0,0.08742852509021759,0.014410335570573807,0.012146550230681896,0.022366972640156746,0.0,0.011754603125154972,0.005815044045448303,0.006634194869548082,0.0,0.031106717884540558,0.007890536449849606,0.00567161850631237,0.003892004955559969,0.0,0.006851512938737869,0.7575201988220215,0.07952982187271118,0.12518112361431122,0.03684674948453903,0.08742852509021759,0.011754603125154972,0.031106717884540558,0.006851512938737869
00_000118.wav,0.17224478721618652,0.5749014616012573,0.4269365072250366,0.0,0.060774464160203934,0.03564530983567238,0.013034984469413757,0.026591621339321136,0.0,0.14869602024555206,0.003620264120399952,0.020516514778137207,0.0154555793851614,0.0,0.10068312287330627,0.018026301637291908,0.009922824800014496,0.014380579814314842,0.0,0.034570660442113876,0.012886084616184235,0.006018383428454399,0.0,0.3338198661804199,0.027660157531499863,0.012285975739359856,0.008123084902763367,0.0,0.020989982411265373,0.5749014616012573,0.060774464160203934,0.14869602024555206,0.020516514778137207,0.10068312287330627,0.034570660442113876,0.3338198661804199,0.020989982411265373
00_000275.wav,0.16697973012924194,0.7214784622192383,0.8263397216796875,0.0,0.08256646990776062,0.030674714595079422,0.017433978617191315,0.018914606422185898,0.0,0.15882134437561035,0.006610569544136524,0.040672432631254196,0.017309797927737236,0.0,0.0776698887348175,0.009460488334298134,0.008746632374823093,0.013936758041381836,0.0,0.011989258229732513,0.0062165516428649426,0.00696176290512085,0.0,0.052555203437805176,0.006732429843395948,0.007205874193459749,0.0037928950041532516,0.0,0.005448781885206699,0.8263397216796875,0.08256646990776062,0.15882134437561035,0.040672432631254196,0.0776698887348175,0.011989258229732513,0.052555203437805176,0.005448781885206699
00_000277.wav,0.025057515129446983,0.061202600598335266,0.05350413918495178,0.0,0.003909668885171413,0.002515316242352128,0.0016404238995164633,0.002504556905478239,0.0,0.004565970040857792,0.002108842134475708,0.0030799806118011475,0.0013951356522738934,0.0,0.08551853895187378,0.021397419273853302,0.986224889755249,0.034266047179698944,0.0,0.010924099013209343,0.00310613214969635,0.005296452436596155,0.0,0.05867031589150429,0.021510716527700424,0.006937891244888306,0.0016166511923074722,0.0,0.0043982043862342834,0.061202600598335266,0.003909668885171413,0.004565970040857792,0.0030799806118011475,0.986224889755249,0.010924099013209343,0.05867031589150429,0.0043982043862342834
00_000357.wav,0.1623053103685379,0.8321698904037476,0.7112234830856323,0.0,0.04618080332875252,0.020988890901207924,0.01879502646625042,0.01817495934665203,0.0,0.1621423065662384,0.0020842403173446655,0.010773569345474243,0.00839395821094513,0.0,0.07652457803487778,0.009376965463161469,0.01406945288181305,0.004860356915742159,0.0,0.011677639558911324,0.005495305638760328,0.005613580346107483,0.0,0.026142936199903488,0.005811496637761593,0.006025518756359816,0.0034413146786391735,0.0,0.008414923213422298,0.8321698904037476,0.04618080332875252,0.1621423065662384,0.010773569345474243,0.07652457803487778,0.011677639558911324,0.026142936199903488,0.008414923213422298
00_000436.wav,0.1379057615995407,0.3351081609725952,0.49502232670783997,0.0,0.1718439757823944,0.24239417910575867,0.06223839521408081,0.027032867074012756,0.0,0.1108933538198471,0.020187456160783768,0.056338824331760406,0.0326651893556118,0.0,0.021350231021642685,0.005630057770758867,0.004496173933148384,0.016895996406674385,0.0,0.006772143766283989,0.00292400736361742,0.005417354870587587,0.0,0.018081162124872208,0.004077121615409851,0.003390153869986534,0.002509831916540861,0.0,0.0060128928162157536,0.49502232670783997,0.24239417910575867,0.1108933538198471,0.056338824331760406,0.021350231021642685,0.006772143766283989,0.018081162124872208,0.0060128928162157536
00_000440.wav,0.07325461506843567,0.5550760626792908,0.5563521385192871,0.0,0.02487059310078621,0.006023528520017862,0.0053207483142614365,0.01140209473669529,0.0,0.06648559123277664,0.015489676967263222,0.023462507873773575,0.012765769846737385,0.0,0.7284300923347473,0.037686437368392944,0.02465493232011795,0.016231903806328773,0.0,0.041505366563797,0.009409232065081596,0.005365233402699232,0.0,0.3152202367782593,0.054640453308820724,0.013654686510562897,0.006010165438055992,0.0,0.006315271370112896,0.5563521385192871,0.02487059310078621,0.06648559123277664,0.023462507873773575,0.7284300923347473,0.041505366563797,0.3152202367782593,0.006315271370112896
00_000612.wav,0.0649699866771698,0.4726714491844177,0.35763534903526306,0.0,0.016382424160838127,0.006143391598016024,0.005054911598563194,0.01285750512033701,0.0,0.07222963869571686,0.005915939807891846,0.013244405388832092,0.008703072555363178,0.0,0.6130393147468567,0.029585380107164383,0.05288490653038025,0.026535823941230774,0.0,0.04594495892524719,0.010862378403544426,0.0057209632359445095,0.0,0.37426114082336426,0.048131994903087616,0.016074810177087784,0.006489494349807501,0.0,0.005895921960473061,0.4726714491844177,0.016382424160838127,0.07222963869571686,0.013244405388832092,0.6130393147468567,0.04594495892524719,0.37426114082336426,0.005895921960473061
00_000688.wav,0.19015739858150482,0.3577081561088562,0.5162099599838257,0.0,0.17047768831253052,0.09748628735542297,0.025297900661826134,0.02745550312101841,0.0,0.030050430446863174,0.030757199972867966,0.13873954117298126,0.07994165271520615,0.0,0.04091596230864525,0.024798518046736717,0.13448397815227509,0.10262240469455719,0.0,0.012341972440481186,0.004689615219831467,0.006643046624958515,0.0,0.014984246343374252,0.007016956806182861,0.0036469213664531708,0.0037349993363022804,0.0,0.008115905337035656,0.5162099599838257,0.17047768831253052,0.030050430446863174,0.13873954117298126,0.13448397815227509,0.012341972440481186,0.014984246343374252,0.008115905337035656
00_000765.wav,0.07501658797264099,0.34069502353668213,0.2022588551044464,0.0,0.012562070973217487,0.011607266962528229,0.011106979101896286,0.03855390474200249,0.0,0.5796878933906555,0.001748654991388321,0.011129300110042095,0.00462593836709857,0.0,0.09921050071716309,0.014517261646687984,0.019473837688565254,0.039685241878032684,0.0,0.04374071955680847,0.015940239652991295,0.003989740274846554,0.0,0.5326409339904785,0.03188863769173622,0.025522451847791672,0.005338035523891449,0.0,0.03420630469918251,0.34069502353668213,0.03855390474200249,0.5796878933906555,0.011129300110042095,0.09921050071716309,0.04374071955680847,0.5326409339904785,0.03420630469918251
